,URLs,Year_Released,Title,IMDB Ids,Cast,Plot_Summary,Review,Genre,Released Date,Plot Keywords,Duration,Age of content
105,https://www.imdb.com//title/tt0323013/?ref_=fn_al_tt_1,2004.0,Lakshya ,tt0323013,"With Hrithik Roshan, Preity Zinta, Amitabh Bachchan, Om Puri","""An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero."",""","""Enjoyable, good story, well told. Farhan Akhtar has done it again, after his first movie Dil Chahta Hai.\n\nHrithik Roshan&apos;s character grows up from being a confused young lad to a man with a mission. Shades of An Officer and a Gentleman, Guns of Navarone, and a little of Saving Private Ryan.\n\nShankar-Ehsaan-Loy have created more of their world music, and it rocks. The first two songs were fabulous; the other songs should be skipped, I thought.\n\nAs in Dil Chahta Hai, the parents are all ultra-supportive. They also dress and decorate in expensive nouveau handlooms, rattan furniture, slip covers, etc. Boston Brahmin did a good review.\n\nVery nice and straightforward; none of the Hindu Family Values reactionary material that Bollywood routinely churns out."",""reviewRating""","[""Action"",""Drama"",""Romance""]","""2004-06-18""","""character repeats someone else&apos;s dialogue,army,military academy,mountain,basic training""","""3H6M""",18.0
106,https://www.imdb.com//title/tt1926313/?ref_=fn_al_tt_1,2011.0,Pyaar Ka Punchnama ,tt1926313,"With Kartik Aaryan, Raayo S","""Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them."",""","""I have seen this movie 5 times in 3 days....every time I got carried away by the solid punches, superb acting (especially by Liquid) and emotional turning points ..\n\nThis movie depicts the situations same as in real life..\n\nThe movie very well do the justice with its name &quot;Pyaar ka punchnama&quot;..explains each thread of so called love.\n\nSongs are very well written(great lyrics) and put in the movie as according to the ongoing situations.\n\nSimply put, this is one of the finest films I&apos;ve ever seen. I don&apos;t say that lightly, I don&apos;t exaggerate when it comes to talking about movies - - but everything about this one, from the acting to the writing, to the camera work and background music is grade A.\n\nDirection of the movie is flawless,this movie is almost perfect in all the departments.I hardly found any mistake in the movie.\n\nThe story deals with deep matters hidden inside every heart, and it does so one step at a time, with a plot that moves steadily forward, gathering force, substance and intensity.\n\nOverall it is a great entertaining movie...\n\nI give it 10 out of 10."",""reviewRating""","[""Comedy"",""Drama"",""Romance""]","""2011-05-20""","""falling""","""2H29M""",11.0
107,https://www.imdb.com//title/tt5764096/?ref_=fn_al_tt_1,2017.0,Hindi Medium ,tt5764096,"With Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal","""A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi."",""","""Director, Saket Chaudhary, has served its audience a vital dosage of &apos;current education system&apos; garnished with humour. The concept is apt to the present day admissions scenario in India and the increasing concern of parents towards education of their ward. The first half of the movie is hilarious and at the same time a reality checks to the people who are a part of the high class show-off battle. Whereas the second half concentrate on the goodness of those who are poverty stricken. This over-stretched sub plot diverts the focus of its audience.\n\nStrength","[""Comedy"",""Drama""]","""2017-05-19""","""educational""","""2H12M""",5.0
108,https://www.imdb.com//title/tt6826438/?ref_=fn_al_tt_1,2018.0,Parmanu: The Story of Pokhran ,tt6826438, ," The Story of Pokhran"",""image""","""2018-08-10"",""inLanguage""","[""Action"",""Drama"",""History""]","""2018-05-25""","""army,indian army,nuclear test,nuclear reactor,raw""","""2H9M""",4.0
109,https://www.imdb.com//title/tt0433416/?ref_=fn_al_tt_1,2006.0,The Namesake ,tt0433416,"With Kal Penn, Tabu, Irrfan Khan, Jacinda Barrett","""American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family&apos;s unwillingness to let go of their traditional ways."","""," The Namesake"",""reviewBody""","[""Drama""]","""2007-03-23""","""new york city,india,train,bengali,reference to gogol""","""2H2M""",16.0
110,https://www.imdb.com//title/tt6108090/?ref_=fn_al_tt_1,2017.0,Secret Superstar ,tt6108090,"With Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan","""A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral."",""","""I really was expecting that when i saw the trailer.the movie didn&apos;t disappoint. Being a huge fan of amir i absolutely loved the movie though he has approx 30 mins of his showtime in screen.zaira was absolutely brilliant.the story was grabbing and right from the start you feel connected to the characters.the film potraited the dreams of a teenage girl in a magical way.go with your mom you will not be disappointed.and in the end you&apos;ll give a tight hug to your mom.get some tissues and go watch it."",""reviewRating""","[""Drama"",""Music""]","""2017-10-18""","""f rated,teenager,teenage girl,teenage boy,15 year old""","""2H30M""",5.0
111,https://www.imdb.com//title/tt2882328/?ref_=fn_al_tt_1,2013.0,Ugly ,tt2882328,"With Rahul Bhatt, Ronit Roy, Tejaswini Kolhapure, Vineet Kumar Singh","""The case of a missing girl takes us through a journey of human greed and brushes upon the egos and repressed emotions of the characters."",""","""I saw it at a local film festival last night and thought it was quite good. It is probably one of the darkest Bolly movie I&apos;ve seen. This is the opposite of a family movie -- the plot is very dark, characters very gray, and language very adult. It has a very realistic feel to it. Other than Ronit Roy it was all new faces on the screen. There is no likable character in the movie, but there are a few scenes where you can&apos;t help but empathize with their situation and find justification for their actions. There is a little bit of dark humor sprinkled throughout. This is not a movie for general audience, but if you enjoy dark movies that are good character studies then I&apos;d highly recommend checking this one out."",""reviewRating""","[""Crime"",""Drama"",""Mystery""]","""2014-12-26""","""hindi,daughter,casting director,actor,police""","""2H8M""",9.0
112,https://www.imdb.com//title/tt0110076/?ref_=fn_al_tt_1,1994.0,Hum Aapke Hain Koun...! ,tt0110076,Barjatya,"//m.media-amazon.com/images/M/MV5BZjc0ODAwMmItMmQwMy00MmRmLThjOGYtZGEwYjQ2ZjcyYzA3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg"",""description""","""Great  Love Story cum Light Entertainment !"",""reviewBody""","[""Comedy"",""Drama"",""Musical""]","""1994-08-05""","""cough,cricket the sport,bollywood musical,necklace,dog""","""3H26M""",28.0
113,https://www.imdb.com//title/tt7581902/?ref_=fn_al_tt_1,2018.0,Sonu Ke Titu Ki Sweety ,tt7581902,"With Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh, Alok Nath","""Titu is going to marry a perfect woman named Sweety. Titu&apos;s best-friend Sonu doubts Sweety&apos;s character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance."",""","""Bom Diggy Diggy is my choice for 2019 Filmfare award for bet Hindi song lyrics and best Hindi singer. Sonu Ke Titu Ki Sweety is an entertaining movie that I liked."",""reviewRating""","[""Comedy"",""Romance""]","""2018-02-23""","""friendship""","""2H18M""",4.0
114,https://www.imdb.com//title/tt5997666/?ref_=fn_al_tt_1,2017.0,Jab Harry Met Sejal ,tt5997666,"With Shah Rukh Khan, Anushka Sharma, Björn Freiberg, Bruce Huther","""A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl."",""","""When we go for movies, we expect to have fun but not like this ! To make a movie, plot and story has to be good.. there is nothing here ! The whole movie around a ring which doesn&apos;t make sense.. Again they didn&apos;t detail any character .. and so many songs for nothing..\n\nThey just spent a long of money for a really bad movie and story. What might have saved the movie is the real class acting of shahrukh..\n\nImitiaz Ali ","[""Comedy"",""Drama"",""Romance""]","""2017-08-04""","""tour guide""","""2H23M""",5.0
115,https://www.imdb.com//title/tt2215477/?ref_=fn_al_tt_1,2013.0,Goliyon Ki Rasleela Ram-Leela ,tt2215477,"With Ranveer Singh, Deepika Padukone, Supriya Pathak, Sharad Kelkar","""Modern adaptation of William Shakespeare&apos;s &apos;Romeo and Juliet&apos; with an Indian twist, the film focuses on the story of Ram and Leela, their love, lust and the drama afterwards."",""","""Ram Leela","[""Drama"",""Musical"",""Romance""]","""2013-11-15""","""holi,assassination attempt,bollywood musical,love,massacre""","""2H30M""",9.0
116,https://www.imdb.com//title/tt0449999/?ref_=fn_al_tt_1,2006.0,Kabhi Alvida Naa Kehna ,tt0449999,"With Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji","""Dev, a former football player is married to Rhea, a successful fashion editor. Maya is a kindergarten teacher who is married to Rishi, an outgoing event planner. These couples&apos; lives intersect and they each question their own marr..."",""","""I found KANK riveting from the first moment to the last. The theme is one which has been used before in Indian movies but this one makes it seem an entirely new venture. The treatment is fresh and witty. There is a wonderful mix of clever jokes, satire and excellent appropriate dialogue.The script did not have a word out of place. The film took you along on a roller coaster of emotion. The characters were all human and imperfect but with endearing qualities. The situation too understandable but the sympathies were definitely with the lovers. \n\nBut the film was much more than the words that I have used. It wrapped the audience in its embrace with its story which unravelled in wit and charm and against a background of New York lovingly portrayed. The train station was a perfect locale though always not always recognisably the Central.\n\nThe performances were very good especially Amitabh and Preity Zinta. Abhishek and Rani were good too though Rani cried a bit too much- but that could be Karan&apos;s over use of glycerine.\n\nShah Rukh dominated the film in a brilliant,nuanced, versatile performance given in a very difficult role. He is a cynic and a loser but he keeps the sympathies of the audience and his charm reaches out palpably. It is one of his best performances to date and what more can one say - Shah Rukh at his best is the very best of all. He is the man after one&apos;s heart-funny, witty, tragic and heartbreaking. \n\nThe music is amazing especially Mitwa movingly picturised on Shah Rukh. This should prove not only a box office super hit but also a herald of the new Indian movies though not many will come close."",""reviewRating""","[""Drama"",""Romance""]","""2006-08-11""","""marriage,new york,teacher,fashion magazine editor,extramarital affair""","""3H13M""",16.0
117,https://www.imdb.com//title/tt1434447/?ref_=fn_al_tt_1,2009.0,Rocket Singh: Salesman of the Year ,tt1434447, ," Salesman of the Year"",""image""","""2009-12-19"",""inLanguage""","[""Comedy"",""Drama""]","""2009-12-11""","""woman in a men&apos;s room,deception,character repeats someone else&apos;s dialogue,sales,salesman""","""2H30M""",13.0
118,https://www.imdb.com//title/tt0422091/?ref_=fn_al_tt_1,2004.0,Dhoom ,tt0422091,"With Abhishek Bachchan, John Abraham, Uday Chopra, Esha Deol","""A mysterious gang of bikers is on a robbing spree. ACP Jai gets Ali, a mechanic, to assist him in the case. With the clock ticking, it&apos;s up to them to nab the thieves red-handed."",""","""This is the first Bollywood action movie I have seen. It was outrageous! It reminded me of the first Fast and the Furious and The Transporter, which is probably the best you could hope for in a Bollywood action movie. There was also a fight scene on top of the trailer of an 18-wheeler extremely reminiscent of The Matrix Reloaded, which is not a good thing considering this movie is not set in a virtual reality. But its all in good fun. With hot actors, great music, and lots of comedy mixed in, this is great for the not-so-serious moviegoer."",""reviewRating""","[""Action"",""Crime"",""Drama""]","""2004-08-27""","""heist,cops and robbers,biker,wheelie,traffic""","""2H9M""",18.0
119,https://www.imdb.com//title/tt3449292/?ref_=fn_al_tt_1,2015.0,Manjhi: The Mountain Man ,tt3449292, ," The Mountain Man"",""image""","""2015-09-07"",""inLanguage""","[""Biography"",""Drama""]","""2015-08-21""","""based on true story,mountain,chisel,hammer,based on real person""","""2H""",7.0
120,https://www.imdb.com//title/tt0432637/?ref_=fn_al_tt_1,2006.0,Krrish ,tt0432637,"With Hrithik Roshan, Priyanka Chopra Jonas, Rekha, Naseeruddin Shah","""Krishna is forced by circumstances to use his superpowers and become the masked superhero Krrish, before getting drawn towards his lost legacy."",""","""Krrish is a unique movie that combines many elements and genres. Reviewing this film is no easy task; reviewing it objectively is even harder. This is because Krrish breaks many of the expectations of a western moviegoer. It&apos;s action is unusual, its acting is often exaggerated, not to mention that its in a foreign language! Getting a good perspective on the film is hard when it doesn&apos;t look anything like the movie one was looking for. So, let me just get my bias out on the table early on in this review. I loved it! I haven&apos;t laughed that hard in any action movie ever. I haven&apos;t seen fights that good in any comedy ever. Nor have I ever seen music videos like those in any sci-fi super hero flick. I love the crazy place this movie has found in terms of genre. This film moves easily from pop music video to manga-style action to touching drama to thought provoking sci-fi. It&apos;s just great.\n\nHowever, the bizarre amount of slapstick comedy, product placement/general commercialism, and constant switching of genre may very well put some western viewers off. This movie is not your usual super hero flick. Batman this is not.\n\nIt is, however, an excellent movie that combines the core elements of the super hero genre with romance, comedy, and sci-fi, and does this quite effectively, thanks to the good dialogue, great choreography and effects, and great acting and dancing by Hrithik Roshan and Priyanka Chopra.\n\nI was thoroughly entertained and would recommend this film to just about anyone who is willing to suspend disbelief, sit back, and enjoy the show."",""reviewRating""","[""Action"",""Adventure"",""Sci-Fi""]","""2006-06-23""","""supernatural power,non comic book superhero,character name as title,child in jeopardy,one word title""","""3H5M""",16.0
121,https://www.imdb.com//title/tt8239946/?ref_=fn_al_tt_1,2018.0,Tumbbad ,tt8239946,"With Sohum Shah, Jyoti Malshe, Anita Date-Kelkar, Ronjini Chakraborty","""A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born."",""","""I have to write a review for this spectacular movie, this i consider as my duty as a true movie fan who watches at least ten movies in theaters every month. I would like to congratulate sohum shah for this movie. Each frame of this movie is like an art piece, and the script is so beautiful, they used very few words to describe it. but those words clear all your doubt and also let you think on the story, people who are saying anything against it are morons, this in once in a life time movie. Tumbbad team you are the best."",""reviewRating""","[""Drama"",""Fantasy"",""Horror""]","""2018-10-12""","""god,curse,greed,gold coin,womb""","""1H44M""",4.0
122,https://www.imdb.com//title/tt0110222/?ref_=fn_al_tt_1,1994.0,Kabhi Haan Kabhi Naa ,tt0110222,"With Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Rita Bhaduri","""A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves."",""","""There are only very few actors who can play the ordinary man with extraordinary talent and skills. Shahrukh Khan is one such actor. While he is more known for his larger than life films (such as &apos;Dilwale Dulhania Le Jayenge&apos;, &apos;Kuch Kuch Hota Hai&apos;, &apos;Devdas&apos; etc) it is in roles such as Sunil, Raju (of &apos;Raju Ban Gaya Gentleman&apos;) or Rahul (of &apos;Yes Boss&apos;) that I prefer him most. &apos;Kabhi Haan Kabhi Naa&apos; is one of his greatest achievements and among his most underrated films. He beautifully brings Sunil to life and had I not been aware that I was watching a movie, I wouldn&apos;t have known that Khan was acting. \n\nFor me, Sunil is one of the most unique and memorable characters in Hindi cinema yet he is so easily recognizable. He&apos;s not the son of a millionaire, not an A-grade student, not popular with women. He&apos;s vibrant. He&apos;s talented. He&apos;s carefree. He lies. He IS just a regular guy. One that you must have known sometime somewhere. I see a lot of myself in Sunil. His despair for Anna&apos;s love, his passion for music, his indifference towards his academic failure, have all been displayed with gusto by Mr. Khan.\n\nKundan Shah&apos;s direction is outstanding. He keeps everything including execution, story, props and setting, simple and that&apos;s what makes &apos;Kabhi Haan Kabhi Naa&apos; so easy to relate to. His portrayal of Sunil&apos;s relationships with the people in his life that includes his family, his band members, the girl he loves, a priest and his boss is very real and down to earth. Thankfully, nothing is sugarcoated. Shah stays focused and does it all with a very subtle approach. Even the brother sister relationship which was given very little screen time, flourishes beautifully on screen and, in my opinion, it is one of the best depiction of a sibling relationship.\n\nThe background score flows very well with the film and the songs are great. My favourites include the ballad &apos;Sachchi Yeh Kahani Hai&apos; and the soulful &apos;Ae Kaash Ke Hum&apos;, both of which have been beautifully visualized. Actually all the songs are nicely picturized including the funny &apos;Kyun Na Hum&apos; and &apos;Anna Mere Pyar&apos;, the sad &apos;Woh To Hai Albela&apos; and the romantic &apos;Deewana Dil Deewana&apos;.\n\nThough &apos;Kabhi Haan Kabhi Naa&apos; is Shahrukh Khan&apos;s film, most of the supporting cast is very effective. Naseeruddin Shah as the priest/Sunil&apos;s confidant is totally awesome. Tiku Talsania and Goga Kapoor are hilarious. Of Sunil&apos;s friend Kurush Deboo stands out. However, Suchitra Krishnamurty and Deepak Tijori are merely okay. \n\nIn a nutshell, &apos;Kabhi Haan Kabhi Naa&apos; is one of my all-time favourite films. It&apos;s one of the rarest of its kind, truly a gem of a movie.""},""aggregateRating""","[""Comedy"",""Drama"",""Music""]","""1994-02-25""","""love,music group,lie,wedding party,unrequited love""","""2H38M""",28.0
123,https://www.imdb.com//title/tt3595298/?ref_=fn_al_tt_1,2015.0,Prem Ratan Dhan Payo ,tt3595298,Barjatya,"""While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike."",""","""It is one of most poorly made movies I have watched in a long time. Don&apos;t know what Sooraj Barjatya was thinking while making this one. No story, no theme, no soul, no sense, no base....what was this Sir\n\nSalman you just did Bajrangi Baijaan, which is so good. Why did you have to do such a movie. What was the football match about. So unreal, so unwanted. Sonam Kapoor I thought could act when I saw Ranjhana, guess it was just a fluke. I am so disappointed because I have always loved Sooraj Barjatya&apos;s movies. Now next time I have to be really careful before watching his movies \n\nSad and disappointed"",""reviewRating""","[""Action"",""Drama"",""Musical""]","""2015-11-12""","""bollywood musical,coronation,assassination attempt,brother versus brother,mirror""","""2H44M""",7.0
124,https://www.imdb.com//title/tt0079221/?ref_=fn_al_tt_1,1979.0,Gol Maal ,tt0079221,"With Amol Palekar, Bindiya Goswami, Deven Verma, Shobha Khote","//m.media-amazon.com/images/M/MV5BM2Y3Y2Q5ZDMtZjk4ZC00ODAwLTkwMDMtMjE4NWU2MmEzMWU2XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_.jpg"",""description""","""What an outstanding movie !!"",""reviewBody""","[""Comedy"",""Romance""]","""1979-04-20""","""brother sister relationship,reference to pele,employer employee relationship,singer,song""","""2H24M""",43.0
125,https://www.imdb.com//title/tt5970844/?ref_=fn_al_tt_1,2018.0,Thugs of Hindostan ,tt5970844,"With Aamir Khan, Amitabh Bachchan, Katrina Kaif, Fatima Sana Shaikh","""Recruited by the East India Company, a local thug infiltrates a troop of patriotic bandits who plan to overthrow the British regime and reclaim their independence."",""","""Definitely disappointing and too long but not bad. Very watchable. Some sets looks a little cheesy but the big budget is visible. More of a comedy than anything else. Special effects are good and the movie is unique in some ways. Now that it has flopped, expectations are low and that&apos;s the best way to go into this movie."",""reviewRating""","[""Action"",""Adventure""]","""2018-11-08""","""traitor,pirate,thug,ship,british empire""","""2H44M""",4.0
126,https://www.imdb.com//title/tt1438298/?ref_=fn_al_tt_1,2010.0,Guzaarish ,tt1438298,"With Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor","""Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life."",""","""A memorable movie that follows the daily emotional, and mental, anguishes of a quadriplegic dealing with the deterioration of his internal organs. With the love of his mother, he inspired to strive above all else, just by being content that he survived an awful accident ten years before. Now, after several years, the state of his body is declining and Ethan is no longer feeling the contentment of being alive, or of being free from all restraints (physical or otherwise). He seeks the assistance of his best friend, Devyani, to petition the courts for the rights of euthanasia. Due to cultural beliefs, he is denied that individual basic right. With the love of friends and his beloved Sofia, he continues to battle the struggles. Directed by Sanjay Leela Bhansali (whom once again excels in a highly compelling film). Brilliant portrayal of a character that is dealing with not only moral, and social, issues and aspects, but is dealing with a human being&apos;s right to his own free choices, and own will power. Powerful story plot that follows with an array of amazing character performances. Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Suhel Seth, Aditya Roy Kapoor, and Nafisa Ali. Definitely worthy! &quot;Break the rules. Forgive quickly. Kiss slowly. Love deeply. Laugh uncontrollably. And never regret anything that made you smile.&quot; ~Ethan Mascarenhas"",""reviewRating""","[""Drama"",""Romance""]","""2010-11-19""","""nurse,magician,quadriplegic,euthanasia,physician""","""2H6M""",12.0
127,https://www.imdb.com//title/tt0150992/?ref_=fn_al_tt_1,1999.0,Hum Dil De Chuke Sanam ,tt0150992,"With Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn, Zohra Sehgal","""Nandini has to choose between Sameer, the man who taught her to fall in love; and Vanraj, the man from whom she learnt how to abide and fulfill promises of love."",""","""One day, a movie called &quot;Dilwale Dulhania Le Jayenge&quot; was released. It was one of the best movies in Hindi movies and remained that way only until a few months ago. I believe we have a movie to take that place.\n\nSanjay Leela Bhansali is a genius. What more is there to say? This movie is undoubtedly the best movie I&apos;ve seen in years, packed with superb acting, beautiful costumes and dazzling scenery. It&apos;s better than Dil To Pagal Hai, Kuch Kuch Hota Hai and Duplicate put together!\n\nThis is THE best movie of the year. I know the word &quot;TAAL&quot; comes into mind, but that was junk compared to this. Aishwarya Rai gives a MUCH better performance in this movie. She is the most surprising thing about the movie. She has proven herself to be one of the best, if not the best, talented actress. Now Aishwarya has risen to the number one actress spot on my list.\n\nThis is an absolute must for any person who watches Indian movies or even once did and now doesn&apos;t. This movie WILL NOT fail you. If possible, try to get the movie on DVD, that is the only way to recapture the actual colour from the film."",""reviewRating""","[""Comedy"",""Drama"",""Musical""]","""1999-06-18""","""sacrifice,lawyer,arranged marriage,forbidden love,tradition""","""3H8M""",23.0
128,https://www.imdb.com//title/tt1188982/?ref_=fn_al_tt_1,2014.0,Jai Ho ,tt1188982,"With Salman Khan, Abhinay Raj Singh, Daisy Shah, Tabu","""An upright ex-army man, Jai fights a solitary war against corruption and injustice. With a simple mantra to pay forward, he starts off by helping one person and forms an ever growing circle of people helping each other."",""","""Well this was expected... Lots of songs, mostly had no relevance what so ever. God knows when will Indian film industry will understand its of no use to waste money on songs that are completely irrelevant.\n\nit was a pleasure watching Tabu on screen... Superb acting Salman... Great acting again, his character is also strong but the problem lies with direction. I mean, what was Sohail doing, what the hell were creative directors doing.at some places movie looked great but for most of the part movie was a huge let down and it was not acting but direction if you are a Salman fan and like movie with social message, you&apos;ll love it... Else you may come out cribbing"",""reviewRating""","[""Action"",""Drama""]","""2014-01-24""","""corrupt politician,stabbed in the arm,accidental stabbing,accidental killing,warning""","""2H15M""",8.0
129,https://www.imdb.com//title/tt7212726/?ref_=fn_al_tt_1,2018.0,Simmba ,tt7212726,"With Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana","""Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path."",""","""My original review which got more than 300 likes got deleted cos the fellas associated with this lousy film cannot digest opinions. IMDb is flooded with fanboys of lousy actors who cannot respect opinions.\n\nI never put spoilers, or abusive or irrelevant stuff. This proves that IMDb of lately been hijacked by fake reviews.\n\nI can still copy paste my review which is saved but this time I jus want to write something different. As a fan of Ajay Devgan, I am really shocked that he agreed to star in this pathetic film.\n\n The overacting by the lead actor became an enduring torture to sit thru. The script, direction, acting, editing n cinematography, r all worse than Ed Wood films.\n\nMassive narrative sinkholes, outstanding disbelief in the muddled writing and shockingly pathetic over acting. This film is a torture to sit thru n without a doubt the most inept and atrociously awful film ever made."",""reviewRating""","[""Action"",""Comedy"",""Crime""]","""2018-12-28""","""police officer,rape victim,rape,corrupt cop,beating""","""2H38M""",4.0
130,https://www.imdb.com//title/tt5785170/?ref_=fn_al_tt_1,2017.0,Toilet - Ek Prem Katha ,tt5785170,"With Akshay Kumar, Anupam Kher, Bhumi Pednekar, Divyendu Sharma","""A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society."",""","""Definitely worth a watch in theater.a very enjoyable movie.yes it is slow paced in second half and first half is better.a film with its heart in the right place.you will not regret.late make this movie successful so that the message in it can spread.overall a good Akshay Kumar movie."",""reviewRating""","[""Comedy"",""Drama"",""Romance""]","""2017-08-11""","""toilet,husband wife relationship,father son relationship,village,social drama""","""2H35M""",5.0
131,https://www.imdb.com//title/tt3495030/?ref_=fn_al_tt_1,2015.0,Dum Laga Ke Haisha ,tt3495030,"With Ayushmann Khurrana, Bhumi Pednekar, Seema Bhargava, Sanjay Mishra","""Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?"",""","""A film released.... a stereotype breaks.... an actress doesn&apos;t need to be size zero to become a heroine.... A strong story line, screenplay, dialogues, performances by Ayushman khurana and the newcomer bhumi phednekar.... is ready to surprise the audiences.... Music by Anu Malik gives a down to memory lane ride of the 90&apos;s.... its a Kumar Sanu Musical all the way...this is the first time i saw audiences sitting right till the end until the song is finished.... Finally with Dumb LAGA KE HAISHA.... Yash raj Films comes up with another love story with a standard of DDLJ and Rab ne bana di jodi..... Its a thumbs up for this movie....."",""reviewRating""","[""Comedy"",""Drama"",""Romance""]","""2015-02-27""","""competition,wedding,strong female character,husband wife relationship,insecurity""","""1H49M""",7.0
132,https://www.imdb.com//title/tt1274295/?ref_=fn_al_tt_1,2009.0,Kaminey ,tt1274295,"With Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee, Shivkumar Subramaniam","""The desperate lives of two estranged twin brothers converge over missing drugs, politics, racial prejudice, corrupt cops and an unplanned pregnancy."",""","""Thats what Monsieur Godard would call this film - a time pass; yet reasonably after Shekhar Kapur&apos;s comment on an esteemed daily Vishal Bhardwaj is being compared widely to Quentin Tarantino, a comparison, I feel is much forced rather than reasoned. With Kaminey Vishal Bhardwaj breaks his own elan &amp; generates what we can call India&apos;s first perfect dark comedy. Amusingly, Vishal Bhardwaj once again displays his Shakespearean love. this time morsel of &apos;A Comedy of Errors&apos;, yet many may disagree. A fine work by a finer film-maker. Watch this movie without &apos;Maqbool&apos; or &apos;Omakara&apos; in your mind.\n\nOn a totally different note, the music of this film is exceptional, well versed by another genius in his own kind - Gulzar.\n\nA must watch."",""reviewRating""","[""Action"",""Crime"",""Drama""]","""2009-08-14""","""cell phone,caper crime,diamonds,attack,shot dead""","""2H10M""",13.0
133,https://www.imdb.com//title/tt9905494/?ref_=fn_al_tt_1,,"""Film Companion: Movie Reviews"" Badla ",tt9905494,Find ratings and reviews for the newest movie and TV shows,"{""@type""","url""/><meta content=""IMDb"" property=""og","[""Talk-Show""]","""2019-03-08""","{""total"":0", ,
134,https://www.imdb.com//title/tt0374271/?ref_=fn_al_tt_1,2003.0,Tere Naam ,tt0374271,"With Salman Khan, Bhoomika Chawla, Sachin Khedekar, Savita Prabhune","""Problems arise when Radhey Mohan, a delinquent falls in love with a girl named Nirjara."",""","""This is a kind of movie bollywood needs to make more often. Everything about this movie is just outstanding. Its an excellent story about a spoiled guy who falls in love with a very innocent girl and how this relationship changes him and their lives. This might sound like 100&apos;s of other stories out there but it isn&apos;t. This is a story for a mature and sensible people. It will touch your heart just right. Actors have done a great job too. Salman Khan has never acted this good and Bhoomika Chawla innocent face suits her role perfectly. I would really recommend everyone to watch this movie. Thanks"",""reviewRating""","[""Action"",""Drama"",""Romance""]","""2003-08-15""","""college,college campus,chained to a wall,violence,train""","""2H12M""",19.0
135,https://www.imdb.com//title/tt1395054/?ref_=fn_al_tt_1,2010.0,Once Upon a Time in Mumbaai ,tt1395054,"With Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai","""As a smuggler rises to power in in 1970s Mumbai, a younger gangster seeks to overthrow him and a police officer is caught in the middle."",""","""It is a well researched movie, the movie is in a flash back narrated by the inspector Agnel. Its about the story of 2 young boy in Mumbaai with the dream of ruling the queen city. The movie is directed keeping in mind the era when the story would have happened and that is what adds reality on celluloid. The background score of the movie is just awesome and after watching it people may get mad about it ,as I am searching all over internet to get that music. It gives the feeling of olden era&apos;s music with the new instruments and that will give you a great effect.\n\nThe movie is power packed with good one-liners and any one who has interest in dialogs will just love it. Ajay Devgn acting is just superb ,he is well suited for the character that he is portraying .Emraan Hashmi is a bit disgusting because of the dialog delivery,yet he is good.\n\nOverall , the movie is watchable and it will surely remind you the era of olden Indian Cinema."",""reviewRating""","[""Action"",""Crime"",""Drama""]","""2010-07-30""","""police,gangster,police officer,actress,smuggler""","""2H14M""",12.0
